C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_55_762.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_55_762.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_55_762.jpg, 0, 0, 0, 8.169196E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_55_866.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_55_866.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_55_866.jpg, 0, 0, 0, 8.045655E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_55_969.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_55_969.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_55_969.jpg, 0, 0, 0, 8.27894E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_56_070.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_56_070.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_56_070.jpg, 0, 0, 0, 7.896056E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_56_170.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_56_170.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_56_170.jpg, 0, 0, 0, 7.837301E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_56_275.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_56_275.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_56_275.jpg, 0, 0, 0, 7.874666E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_56_376.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_56_376.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_56_376.jpg, 0, 0, 0, 8.011018E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_56_483.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_56_483.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_56_483.jpg, 0, 0, 0, 7.820319E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_56_594.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_56_594.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_56_594.jpg, 0, 0, 0, 7.730111E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_56_695.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_56_695.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_56_695.jpg, 0, 0, 0, 7.836018E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_56_800.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_56_800.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_56_800.jpg, 0, 0, 0, 7.836177E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_56_900.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_56_900.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_56_900.jpg, 0, 0, 0, 8.136996E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_001.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_001.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_001.jpg, 0, 0, 0, 7.83103E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_106.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_106.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_106.jpg, 0, 0, 0, 8.121258E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_212.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_212.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_212.jpg, 0, 0, 0, 7.750079E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_318.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_318.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_318.jpg, 0, 0, 0, 7.827648E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_424.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_424.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_424.jpg, 0, 0, 0, 8.05368E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_527.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_527.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_527.jpg, 0, 0, 0, 8.198372E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_633.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_633.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_633.jpg, 0, 0, 0, 8.415038E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_741.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_741.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_741.jpg, 0, 0, 0, 7.849132E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_847.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_847.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_847.jpg, 0, 0, 0, 8.040241E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_57_950.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_57_950.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_57_950.jpg, 0, 0, 0, 7.862052E-05
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_052.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_052.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_052.jpg, 0, 0.103254, 0, 0.03327403
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_157.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_157.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_157.jpg, 0, 0.3963216, 0, 0.3947051
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_257.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_257.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_257.jpg, 0, 0.6916341, 0, 1.139822
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_358.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_358.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_358.jpg, -0.2637768, 0.9990663, 0, 2.227087
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_462.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_462.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_462.jpg, -0.3595542, 1, 0, 3.628851
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_569.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_569.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_569.jpg, -0.06314944, 1, 0, 4.799317
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_678.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_678.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_678.jpg, 0, 1, 0, 5.955056
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_784.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_784.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_784.jpg, -0.3178503, 1, 0, 7.308259
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_887.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_887.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_887.jpg, -0.0259377, 1, 0, 8.44188
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_58_994.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_58_994.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_58_994.jpg, 0, 1, 0, 9.561793
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_59_100.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_59_100.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_59_100.jpg, -0.07064129, 1, 0, 10.89341
C:\Users\HP\Downloads\simulator-windows-64\IMG\center_2020_03_02_09_57_59_204.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\left_2020_03_02_09_57_59_204.jpg, C:\Users\HP\Downloads\simulator-windows-64\IMG\right_2020_03_02_09_57_59_204.jpg, -0.3800496, 1, 0, 12.04564
